id,name,code,supplier_code,sale_price,total_base_price,total_sale_price,vat,currency,quantity,brand,category,category_id,category_path,model,url,image,variant1,variant2,subproduct_code,subproduct_id,personalization_id
34998,Puzzle Princessa (21-10) ,T34998,038114,13,13,13,0,TL,29,,Karton pazllar,255,Supertoys > Kataloq > Oyuncaqlar > Pazllar >,,puzzle-princessa-21-10,https://www.supertoys.az/puzzle-princessa-21-10-karton-pazllar-28556-34-O.jpg,,,,0,
34997,Puzzle Sofia (21-8) ,T34997,038113,13,13,13,0,TL,19,,Karton pazllar,255,Supertoys > Kataloq > Oyuncaqlar > Pazllar >,,puzzle-sofia-21-8,https://www.supertoys.az/puzzle-sofia-21-8-karton-pazllar-28555-34-O.jpg,,,,0,
34985,Spiderman Fiquru (319-18),T34985,038100,25,25,25,0,TL,5,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,spiderman-fiquru-319-18,https://www.supertoys.az/spiderman-fiquru-319-18-qhrmanlar-28543-34-O.jpg,,,,0,
34972,Hot Wheels 888-28,T34972,031986,1.5,1.5,1.5,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,hot-wheels-888-28,https://www.supertoys.az/hot-wheels-888-28-sad-masinlar-28531-34-O.jpg,,,,0,
34969,Dəmir Maşın (347-5) ,T34969,038058,14.5,14.5,14.5,0,TL,31,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-347-5,https://www.supertoys.az/demir-masin-347-5-dmir-masinlar-28527-34-O.jpg,,,,0,
34967,Dəmir Maşın (347-6) ,T34967,038057,5.5,5.5,5.5,0,TL,31,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-347-6,https://www.supertoys.az/demir-masin-347-6-dmir-masinlar-28525-34-O.jpg,,,,0,
34966,Dəmir Maşın (347-3) ,T34966,038056,13.5,13.5,13.5,0,TL,15,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-347-3,https://www.supertoys.az/demir-masin-347-3-dmir-masinlar-28524-34-O.jpg,,,,0,
34965,Taxta Doğranan 111-6,T34965,031526,8,8,8,0,TL,0,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,taxta-dogranan-111-6,https://www.supertoys.az/taxta-dogranan-111-6-mtbx-oyuncaqlari-28523-34-O.jpg,,,,0,
34962,Dəmir Maşın Dodge (347-10) ,T34962,038055,6,6,6,0,TL,42,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-dodge-347-10,https://www.supertoys.az/demir-masin-dodge-347-10-dmir-masinlar-28520-34-O.jpg,,,,0,
34961,Dəmir Maşın (347-1) ,T34961,038054,6.5,6.5,6.5,0,TL,0,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-347-1,https://www.supertoys.az/demir-masin-347-1-dmir-masinlar-28519-34-O.jpg,,,,0,
34960,Dəmir Maşın BMW (347-8) ,T34960,038053,5.5,5.5,5.5,0,TL,90,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-bmw-347-8,https://www.supertoys.az/demir-masin-bmw-347-8-dmir-masinlar-28518-34-O.jpg,,,,0,
34959,Dəmir Maşın BMW (347-7) ,T34959,038052,5.5,5.5,5.5,0,TL,36,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-bmw-347-7,https://www.supertoys.az/demir-masin-bmw-347-7-dmir-masinlar-28517-34-O.jpg,,,,0,
34958,Dəmir Maşın KİA (347-9) ,T34958,038051,5.5,5.5,5.5,0,TL,67,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-kia-347-9,https://www.supertoys.az/demir-masin-kia-347-9-dmir-masinlar-28516-34-O.jpg,,,,0,
34955,Woody Oyuncaq Fiqur (319-13),T34955,038026,29,29,29,0,TL,0,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,woody-oyuncaq-fiqur-319-13,https://www.supertoys.az/woody-oyuncaq-fiqur-319-13-digr-personajlar-28489-34-O.jpg,,,,0,
34945,Robot Pultlu (336-112),T34945,037110,23,23,23,0,TL,0,,Robotlar,275,Supertoys > Kataloq > Oyuncaqlar > İnteraktiv oyuncaqlar >,,robot-pultlu-336-112,https://www.supertoys.az/robot-pultlu-336-112-robotlar-28476-34-O.jpg,,,,0,
34847,Tır Pultlu 141-12,T34847,031427,62,62,62,0,TL,16,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,tir-pultlu-141-12,https://www.supertoys.az/tir-pultlu-141-12-pultlu-masinlar-28359-34-O.jpg,,,,0,
34845,Taxta Puzzle 111-34,T34845,031328,2.9,3.5,2.9,0,TL,67,,Taxta pazllar,256,Supertoys > Kataloq > Oyuncaqlar > Pazllar >,,taxta-puzzle-111-34,https://www.supertoys.az/taxta-puzzle-111-34-taxta-pazllar-28357-34-O.jpg,,,,0,
34843,Lego (147-32),T34843,037995,16,19,16,0,TL,3,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-147-32,https://www.supertoys.az/lego-147-32-legolar-28355-34-O.jpg,,,,0,
34840,Lego Chicago (296-35),T34840,037970,29,29,29,0,TL,17,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-chicago-296-35,https://www.supertoys.az/lego-chicago-296-35-legolar-28352-34-O.jpg,,,,0,
34839,Lego (147-36),T34839,037969,25,25,25,0,TL,2,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-147-36,https://www.supertoys.az/lego-147-36-legolar-28351-34-O.jpg,,,,0,
34838,Squishy Hamster (4-3),T34838,037209,1.5,1.8,1.5,0,TL,91,,Digər antistress oyuncaqları,226,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,squishy-hamster-4-3,https://www.supertoys.az/squishy-hamster-4-3-digr-antistress-oyuncaqlari-28350-34-O.jpg,,,,0,
34837,Dəmir Maşın Defender 112-36 Q0012A,T34837,031250,68,68,68,0,TL,3,,Dekorativ,208,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-defender-112-36-q0012a,https://www.supertoys.az/demir-masin-defender-112-36-q0012a-dekorativ-28349-34-O.jpg,,,,0,
34836,Dəmir Maşın 112-43,T34836,031246,24,24,24,0,TL,1,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-112-43,https://www.supertoys.az/demir-masin-112-43-dmir-masinlar-28348-34-O.jpg,,,,0,
34835,Dəmir Maşın 112-55 CZ129AD,T34835,031253,24,24,24,0,TL,0,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-112-55-cz129ad,https://www.supertoys.az/demir-masin-112-55-cz129ad-pultlu-masinlar-28347-34-O.jpg,,,,0,
34834,Avtobus Pultlu 135-12,T34834,031284,32,32,32,0,TL,17,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,avtobus-pultlu-135-12,https://www.supertoys.az/avtobus-pultlu-135-12-pultlu-masinlar-28346-34-O.jpg,,,,0,
34832,Kamaz Pultlu 135-13 QH922-3,T34832,031294,29,29,29,0,TL,7,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,kamaz-pultlu-135-13-qh922-3,https://www.supertoys.az/kamaz-pultlu-135-13-qh922-3-pultlu-masinlar-28344-34-O.jpg,,,,0,
34830,Lego (296-21),T34830,037965,59,59,59,0,TL,2,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-296-21,https://www.supertoys.az/lego-296-21-legolar-28341-34-O.jpg,,,,0,
34829,Oyuncaq Arabası 146-5/132881,T34829,031311,17,17,17,0,TL,1,,Oyuncaq uşaq arabaları,238,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,oyuncaq-arabasi-146-5/132881,https://www.supertoys.az/oyuncaq-arabasi-146-5132881-oyuncaq-usaq-arabalari-28342-34-O.jpg,,,,0,
34828,Minecraft Fiquru (22-6),T34828,037956,18,18,18,0,TL,51,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,minecraft-fiquru-22-6,https://www.supertoys.az/minecraft-fiquru-22-6-digr-personajlar-28340-34-O.jpg,,,,0,
34827,Maşın Pultlu 142-4 DC832,T34827,031420,32,32,32,0,TL,2,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-pultlu-142-4-dc832,https://www.supertoys.az/masin-pultlu-142-4-dc832-pultlu-masinlar-28339-34-O.jpg,,,,0,
34826,Stitch Fiquru (22-5) ,T34826,037955,25,25,25,0,TL,49,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,stitch-fiquru-22-5,https://www.supertoys.az/stitch-fiquru-22-5-digr-personajlar-28338-34-O.jpg,,,,0,
34824,Stitch Fiqur Dəsti (22-4),T34824,037954,19,19,19,0,TL,36,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,stitch-fiqur-desti-22-4,https://www.supertoys.az/stitch-fiqur-desti-22-4-digr-personajlar-28335-34-O.jpg,,,,0,
34822,Kukla Saç Düzümü (450-2) ,T34822,037952,29,29,29,0,TL,29,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,kukla-sac-duzumu-450-2,https://www.supertoys.az/kukla-sac-duzumu-450-2-barbie-dolls-28333-34-O.jpg,,,,0,
34821,Wolverine Fiquru 6854 (319-1),T34821,037950,12,12,12,0,TL,50,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,wolverine-fiquru-6854-319-1,https://www.supertoys.az/wolverine-fiquru-6854-319-1-qhrmanlar-28332-34-O.jpg,,,,0,
34820,Superman Fiquru 0851 ,T34820,037943,12,12,12,0,TL,77,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,superman-fiquru-0851,https://www.supertoys.az/superman-fiquru-0851-qhrmanlar-28331-34-O.jpg,,,,0,
34819,Deadpool Fiquru 6853 (319-2),T34819,037942,12,12,12,0,TL,3,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,deadpool-fiquru-6853-319-2,https://www.supertoys.az/deadpool-fiquru-6853-319-2-qhrmanlar-28330-34-O.jpg,,,,0,
34801,Sonic Fiqur (22-1/3),T34801,037920,19,19,19,0,TL,1,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,sonic-fiqur-22-1/3,https://www.supertoys.az/sonic-fiqur-22-13-digr-personajlar-28298-34-O.jpg,,,,0,
34799,Godzilla 59-3 ,T34799,033694,26,26,26,0,TL,1,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,godzilla-59-3,https://www.supertoys.az/godzilla-59-3-digr-personajlar-28294-34-O.jpg,,,,0,
34798,Pankek 137-7,T34798,033680,2,2,2,0,TL,151,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,pankek-137-7,https://www.supertoys.az/pankek-137-7-mtbx-oyuncaqlari-28293-34-O.jpg,,,,0,
34796,Lego Bugatti (296-5),T34796,037812,139,139,139,0,TL,0,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-bugatti-296-5,https://www.supertoys.az/lego-bugatti-296-5-legolar-28291-34-O.jpg,,,,0,
34795,Lego (147-39),T34795,037688,25,25,25,0,TL,0,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-147-39,https://www.supertoys.az/lego-147-39-legolar-28290-34-O.jpg,,,,0,
34794,Antistress 75-7,T34794,030455,1.8,2,1.8,0,TL,0,,Digər antistress oyuncaqları,226,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,antistress-75-7,https://www.supertoys.az/antistress-75-7-digr-antistress-oyuncaqlari-28289-34-O.jpg,,,,0,
34793,Antistress 75-6,T34793,030456,2,2,2,0,TL,1,,Digər antistress oyuncaqları,226,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,antistress-75-6,https://www.supertoys.az/antistress-75-6-digr-antistress-oyuncaqlari-28288-34-O.jpg,,,,0,
34792,Lego (147-31),T34792,037687,16,17,16,0,TL,5,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-147-31,https://www.supertoys.az/lego-147-31-legolar-28287-34-O.jpg,,,,0,
34791,Təyyarə (8-2/83-3) ,T34791,030497,1.5,1.5,1.5,0,TL,49,,Təyyarələr,240,Supertoys > Kataloq > Oyuncaqlar > Gəmilər və Təyyarələr >,,teyyare-8-2/83-3,https://www.supertoys.az/teyyare-8-283-3-tyyarlr-28286-34-O.jpg,,,,0,
34789,Lego Minecraft (336-183),T34789,037167,11,11,11,0,TL,1,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-336-183,https://www.supertoys.az/lego-minecraft-336-183-legolar-28284-34-O.jpg,,,,0,
34788,Lego Minecraft (336-167),T34788,037166,29,29,29,0,TL,25,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-336-167,https://www.supertoys.az/lego-minecraft-336-167-legolar-28283-34-O.jpg,,,,0,
34787,Lego Minecraft (336-168),T34787,037165,12,12,12,0,TL,31,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-336-168,https://www.supertoys.az/lego-minecraft-336-168-legolar-28282-34-O.jpg,,,,0,
34786,Lego Minecraft (336-179),T34786,037164,12,12,12,0,TL,0,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-336-179,https://www.supertoys.az/lego-minecraft-336-179-legolar-28281-34-O.jpg,,,,0,
34785,Lego Minecraft (336-182),T34785,037163,12,12,12,0,TL,31,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-336-182,https://www.supertoys.az/lego-minecraft-336-182-legolar-28280-34-O.jpg,,,,0,
34784,Təyyarə (8-3/83-4),T34784,030498,1.8,2,1.8,0,TL,52,,Təyyarələr,240,Supertoys > Kataloq > Oyuncaqlar > Gəmilər və Təyyarələr >,,teyyare-8-3/83-4,https://www.supertoys.az/teyyare-8-383-4-tyyarlr-28279-34-O.jpg,,,,0,
34782,Maşın Pultlu 423-2,T34782,030647,13,13,13,0,TL,0,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-pultlu-423-2,https://www.supertoys.az/masin-pultlu-423-2-pultlu-masinlar-28277-34-O.jpg,,,,0,
34781,Maşın Pultlu 19-3B,T34781,030660,9,10,9,0,TL,0,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-pultlu-19-3b,https://www.supertoys.az/masin-pultlu-19-3b-pultlu-masinlar-28276-34-O.jpg,,,,0,
34772,Həkim Dəsti 770F,T34772,031979,27,27,27,0,TL,9,,Həkim dəstləri,261,Supertoys > Kataloq > Oyuncaqlar > Peşə oyuncaqları >,,hekim-desti-770f,https://www.supertoys.az/hekim-desti-770f-hkim-dstlri-28265-34-O.jpg,,,,0,
34771,Fast Food Seti (9-133),T34771,032803,21,21,21,0,TL,10,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,fast-food-seti-9-133,https://www.supertoys.az/fast-food-seti-9-133-mtbx-oyuncaqlari-28264-34-O.jpg,,,,0,
34770,Hərbi Dəst (336-86) ,T34770,037151,8,8,8,0,TL,2,,Digər peşə oyuncaqları,260,Supertoys > Kataloq > Oyuncaqlar > Peşə oyuncaqları >,,herbi-dest-336-86,https://www.supertoys.az/herbi-dest-336-86-digr-pes-oyuncaqlari-28263-34-O.jpg,,,,0,
34768,Tort 137-8,T34768,033681,2,2,2,0,TL,764,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,tort-137-8,https://www.supertoys.az/tort-137-8-mtbx-oyuncaqlari-28261-34-O.jpg,,,,0,
34767,Tort 137-4,T34767,033674,2.5,2.5,2.5,0,TL,123,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,tort-137-4,https://www.supertoys.az/tort-137-4-mtbx-oyuncaqlari-28260-34-O.jpg,,,,0,
34766,Pultlu Robot (336-113),T34766,037125,23,23,23,0,TL,11,,Robotlar,275,Supertoys > Kataloq > Oyuncaqlar > İnteraktiv oyuncaqlar >,,pultlu-robot-336-113,https://www.supertoys.az/pultlu-robot-336-113-robotlar-28259-34-O.jpg,,,,0,
34765,LOL Maşın Pultlu 159-2,T34765,033654,22,22,22,0,TL,0,,LOL,236,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,lol-masin-pultlu-159-2,https://www.supertoys.az/lol-masin-pultlu-159-2-lol-28258-34-O.jpg,,,,0,
34761,LOL Evcik BB016,T34761,033513,69,69,69,0,TL,26,,LOL,236,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,lol-evcik-bb016,https://www.supertoys.az/lol-evcik-bb016-lol-28254-34-O.jpg,,,,0,
34760,LOL Evcik BB005,T34760,033511,68,70,68,0,TL,3,,LOL,236,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,lol-evcik-bb005,https://www.supertoys.az/lol-evcik-bb005-lol-28253-34-O.jpg,,,,0,
34759,Transformers (336-160),T34759,037117,20,20,20,0,TL,3,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,transformers-336-160,https://www.supertoys.az/transformers-336-160-digr-personajlar-28252-34-O.jpg,,,,0,
34758,LOL Evcik BB017,T34758,033510,45,46,45,0,TL,22,,LOL,236,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,lol-evcik-bb017,https://www.supertoys.az/lol-evcik-bb017-lol-28251-34-O.jpg,,,,0,
34757,Transformers (336-157),T34757,037115,10.5,10.5,10.5,0,TL,2,,Digər personajlar,369,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,transformers-336-157,https://www.supertoys.az/transformers-336-157-digr-personajlar-28250-34-O.jpg,,,,0,
34755,Barbie (323-26) ,T34755,035072,19,19,19,0,TL,24,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,barbie-323-26,https://www.supertoys.az/barbie-323-26-barbie-dolls-28247-34-O.jpg,,,,0,
34748,Tərəvəz Fiqurları 5347,T34748,017648,11,11,11,0,TL,55,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,terevez-fiqurlari-5347,https://www.supertoys.az/terevez-fiqurlari-5347-mtbx-oyuncaqlari-28239-34-O.jpg,,,,0,
34746,Çərpələng 2068-4,T34746,007079,8,8,8,0,TL,57,,Təyyarələr,240,Supertoys > Kataloq > Oyuncaqlar > Gəmilər və Təyyarələr >,,cerpeleng-2068-4,https://www.supertoys.az/cerpeleng-2068-4-tyyarlr-28237-34-O.jpg,,,,0,
34744,Maşın Park 416-4,T34744,029470,90,90,90,0,TL,0,,Qarajlar,247,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-park-416-4,https://www.supertoys.az/masin-park-416-4-qarajlar-28235-34-O.jpg,,,,0,
34738,Kukla Bəbə (183-22),T34738,026516,34,34,34,0,TL,25,,Körpə gəlinciklər,235,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,kukla-bebe-183-22,https://www.supertoys.az/kukla-bebe-183-22-korp-glinciklr-28229-34-O.jpg,,,,0,
34736,Lego Maqnit 388-29,T34736,025175,39,39,39,0,TL,1,,Maqnit konstruktorlar,243,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-maqnit-388-29,https://www.supertoys.az/lego-maqnit-388-29-maqnit-konstruktorlar-28227-34-O.jpg,,,,0,
34734,Lego ORG 42126 ,T34734,018351,400,400,400,0,TL,1,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-org-42126,https://www.supertoys.az/lego-org-42126-legolar-28225-34-O.jpg,,,,0,
34732,Pultlu Maşın (336-102) ,T34732,011271,24,27,24,0,TL,0,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,pultlu-masin-336-102,https://www.supertoys.az/pultlu-masin-336-102-pultlu-masinlar-28223-34-O.jpg,,,,0,
34303,Tapanca Fast 304-1006 ,T34303,033497,10,10,10,0,TL,0,,Tapanca,271,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,tapanca-fast-304-1006,https://www.supertoys.az/tapanca-fast-304-1006-tapanca-28215-34-O.jpg,,,,0,
34299,Tapanca Fast 304-1005,T34299,033496,8.5,10,8.5,0,TL,25,,Tapanca,271,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,tapanca-fast-304-1005,https://www.supertoys.az/tapanca-fast-304-1005-tapanca-28211-34-O.jpg,,,,0,
34298,Hot Wheels Monster 304-1025,T34298,033472,10,10,10,0,TL,25,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,hot-wheels-monster-304-1025,https://www.supertoys.az/hot-wheels-monster-304-1025-sad-masinlar-28210-34-O.jpg,,,,0,
34293,Yula 8833 (139-32),T34293,033091,2.5,2.5,2.5,0,TL,52,,Digər antistress oyuncaqları,226,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,yula-8833-139-32,https://www.supertoys.az/yula-8833-139-32-digr-antistress-oyuncaqlari-28205-34-O.jpg,,,,0,
34284,Tapanca 139-18/27-9AB,T34284,033080,3.8,3.8,3.8,0,TL,1,,Tapanca,271,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,tapanca-139-18/27-9ab,https://www.supertoys.az/tapanca-139-1827-9ab-tapanca-28196-34-O.jpg,,,,0,
34283,Dəmir Maşın 139-25/0783-334,T34283,033067,5,5,5,0,TL,13,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-139-25/0783-334,https://www.supertoys.az/demir-masin-139-250783-334-dmir-masinlar-28195-34-O.jpg,,,,0,
34279,Yula 2086 (139-35),T34279,033059,2,2,2,0,TL,23,,Digər antistress oyuncaqları,226,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,yula-2086-139-35,https://www.supertoys.az/yula-2086-139-35-digr-antistress-oyuncaqlari-28191-34-O.jpg,,,,0,
34275,Kukla (329-52/165-12),T34275,033701,7.2,7.2,7.2,0,TL,0,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,kukla-329-52/165-12,https://www.supertoys.az/kukla-329-52165-12-barbie-dolls-28183-34-O.jpg,,,,0,
34274,Venom (441-16/289-14) 1916-01,T34274,034333,59,59,59,0,TL,23,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,venom-441-16/289-14-1916-01,https://www.supertoys.az/venom-441-16289-14-1916-01-qhrmanlar-28181-34-O.jpg,,,,0,
34270,Kamaz Sadə 8062A (371-28),T34270,035130,8,8,8,0,TL,14,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,kamaz-sade-8062a-371-28,https://www.supertoys.az/kamaz-sade-8062a-371-28-sad-masinlar-28177-34-O.jpg,,,,0,
34269,Pultlu Traktor (427-4) ,T34269,037932,17,17,17,0,TL,0,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,pultlu-traktor-427-4,https://www.supertoys.az/pultlu-traktor-427-4-pultlu-masinlar-28176-34-O.jpg,,,,0,
34268,Maşın Sadə 4-LU 393-37,T34268,035211,4,4,4,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-sade-4-lu-393-37,https://www.supertoys.az/masin-sade-4-lu-393-37-sad-masinlar-28175-34-O.jpg,,,,0,
34262,Spiderman Maska BJ0027 (402-4),T34262,035401,12.5,12.5,12.5,0,TL,16,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,spiderman-maska-bj0027-402-4,https://www.supertoys.az/spiderman-maska-bj0027-402-4-qhrmanlar-28169-34-O.jpg,,,,0,
34259,İron Man Maska BJ0033 (402-3),T34259,035402,12.5,12.5,12.5,0,TL,28,,Qəhrəmanlar,258,Supertoys > Kataloq > Oyuncaqlar > Personaj >,,iron-man-maska-bj0033-402-3,https://www.supertoys.az/iron-man-maska-bj0033-402-3-qhrmanlar-28166-34-O.jpg,,,,0,
33630,Barbie (329-54) ,T33630,037689,11,11,11,0,TL,0,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,barbie-329-54,https://www.supertoys.az/barbie-329-54-barbie-dolls-28160-33-O.jpg,,,,0,
33629,Kukla Frozen (329-7) ,T33629,037692,9,9,9,0,TL,0,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,kukla-frozen-329-7,https://www.supertoys.az/kukla-frozen-329-7-barbie-dolls-28159-33-O.jpg,,,,0,
33628,Maşın McQueen 393-9,T33628,035411,3,3,3,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-mcqueen-393-9,https://www.supertoys.az/masin-mcqueen-393-9-sad-masinlar-28158-33-O.jpg,,,,0,
33627,Maşın McQueen 8-LI 393-10,T33627,035412,3.5,3.5,3.5,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,masin-mcqueen-8-li-393-10,https://www.supertoys.az/masin-mcqueen-8-li-393-10-sad-masinlar-28157-33-O.jpg,,,,0,
33626,Avtomat Spiderman 393-42,T33626,035417,10,10,10,0,TL,0,,Avtomat,265,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,avtomat-spiderman-393-42,https://www.supertoys.az/avtomat-spiderman-393-42-avtomat-28156-33-O.jpg,,,,0,
33619,Kukla Bəbə YL2335G-B/C,T33619,035482,29,29,29,0,TL,12,,Körpə gəlinciklər,235,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,kukla-bebe-yl2335g-b/c,https://www.supertoys.az/kukla-bebe-yl2335g-bc-korp-glinciklr-28149-33-O.jpg,,,,0,
33618,Həkim Seti 999B-4/380-31,T33618,035495,5.5,5.5,5.5,0,TL,1,,Həkim dəstləri,261,Supertoys > Kataloq > Oyuncaqlar > Peşə oyuncaqları >,,hekim-seti-999b-4/380-31,https://www.supertoys.az/hekim-seti-999b-4380-31-hkim-dstlri-28148-33-O.jpg,,,,0,
